OrganizationID,OrganizationName,VictimServiceProvider,OrganizationCommonName,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"76","OhioGuidestone",1,"",2013-11-19 13:00:22,2021-11-03 10:03:50,"27",,"42412"
"77","Miami Valley Community Action Partnership",0,"",2012-12-27 09:46:32,2023-10-01 11:48:00,"605",,"42412"
"78","Ross County Community Action Commission",0,"",2012-12-28 12:30:16,2023-10-01 11:50:42,"605",,"42412"
"79","Pike - CAC of Pike County",0,"",2020-09-15 18:09:18,2023-10-01 11:51:01,"605",,"42412"
"80","Tuscarawas ADAMHS Board",0,"",2017-12-19 13:03:45,2023-10-01 11:51:15,"605",,"42412"
"81","zzRoss County Coalition Against DV",1,"",2007-06-13 11:24:37,2024-03-14 12:33:38,"227",,"42412"
"82","Catholic Charities of Ashtabula County",0,"",2019-05-07 13:02:46,2023-10-01 11:51:37,"605",,"42412"
"83","Allen Metropolitan Housing Authority",0,"",2007-07-26 10:30:53,2023-10-01 11:51:53,"605",,"42412"
"84","zzHocking Metropolitan Housing Authority",0,"",2007-09-04 13:51:41,2024-12-16 14:51:22,"30",,"42412"
"85","Ashtabula County Community Housing Development Organization",0,"",2014-05-08 14:29:10,2023-10-01 11:52:22,"605",,"42412"
"87","Family Promise of Lima-Allen County",0,"",2009-02-06 09:04:08,2024-03-19 10:05:12,"227",,"42412"
"88","Family Promise of Greene County",0,"",2020-07-29 14:43:03,2023-10-01 11:52:37,"605",,"42412"
"89","Medina Metropolitan Housing Authority",0,"",2020-08-17 16:45:33,2023-10-01 11:52:49,"605",,"42412"
"90","The YWCA of Van Wert County, Ohio",0,"",2016-08-23 11:25:15,2023-02-08 11:12:42,"30",,"42412"
"91","G.M.N. TriCounty Community Action Committee",0,"",2019-07-05 13:16:03,2023-10-01 11:53:00,"605",,"42412"
"92","The Domestic Violence Shelter",1,"",2009-11-03 10:16:39,2021-11-03 10:17:42,"27",,"42412"
"93","HHWP Community Action Commission",0,"",2012-12-27 09:38:30,2023-10-01 11:53:25,"605",,"42412"
"95","The Main Place",0,"",2016-08-25 12:22:18,2023-10-01 11:53:38,"605",,"42412"
"96","Family Promise of Delaware County",0,"",2021-01-15 13:09:48,2023-10-01 11:53:50,"605",,"42412"
"97","West Ohio Community Action Partnership",0,"",2012-12-27 09:39:26,2023-10-01 11:54:02,"605",,"42412"
"98","Integrated Services for Behavioral Health",0,"",2018-12-28 16:22:41,2023-10-01 11:54:15,"605",,"42412"
"99","Sojourners Care Network",0,"",2021-02-25 18:52:04,2023-10-01 11:54:30,"605",,"42412"
"100","Maumee Valley Guidance Center, Inc.",0,"",2019-06-21 12:29:57,2023-10-01 11:54:44,"605",,"42412"
"101","Beatitude House",0,"",2012-11-09 15:08:13,2023-10-01 11:54:58,"605",,"42412"
"103","Ashland - ACCESS",0,"",2009-09-10 14:56:50,2024-07-17 14:10:51,"227",,"42412"
"104","Seeds of Hope",0,"",2020-10-13 16:26:56,2023-10-01 11:55:29,"605",,"42412"
"105","Peak of Hope",0,"",2013-03-14 11:38:04,2024-05-02 10:06:47,"227",,"42412"
"106","Logan Mental Health Drug and Alcohol Services Board",0,"",2008-10-20 09:02:05,2023-10-01 11:55:52,"605",,"42412"
"107","City of Springfield, Ohio",0,"",2014-09-17 15:09:10,2023-10-01 11:56:22,"605",,"42412"
"108","zzLicking/Knox Goodwill Industries",0,"",2011-04-01 09:24:28,2024-01-10 13:34:45,"227",,"42412"
"109","Butler County Board of Commissioners",0,"Community Development Partners (CDP)",2010-08-25 14:15:43,2024-08-21 12:01:08,"27",,"42412"
"110","Columbiana Metropolitan Housing Authority",0,"",2013-10-29 17:17:21,2023-10-01 11:57:12,"605",,"42412"
"111","Preble County Mental Health & Recovery Board",0,"",2013-10-15 13:27:32,2023-10-01 11:57:31,"605",,"42412"
"112","Fairfield Metropolitan Housing Authority",0,"",2015-06-10 10:05:56,2023-10-01 11:57:45,"605",,"42412"
"114","Lawrence County Port Authority",0,"",2011-04-04 11:29:04,2023-10-01 11:58:14,"605",,"42412"
"116","Lake County ADAMHS Board",0,"",2011-02-24 12:40:11,2024-04-03 13:59:22,"27",,"42412"
"117","Licking Metropolitan Housing Authority",0,"",2005-02-23 07:23:52,2023-10-01 11:58:41,"605",,"42412"
"119","zzCity of Marietta, Ohio",0,"",2005-02-07 10:30:28,2024-06-26 10:56:55,"227",,"42412"
"120","Housing Solutions of Greene County",0,"",2008-01-09 08:09:04,2023-10-01 11:59:06,"605",,"42412"
"121","New Housing Ohio, Inc.",0,"",2013-01-29 11:11:59,2023-10-01 11:59:17,"605",,"42412"
"123","Muskingum Economic Opportunity Action Group, Inc.",0,"",2020-10-29 16:10:00,2023-10-01 11:59:30,"605",,"42412"
"124","Crossroads Crisis Center",1,"",2013-11-12 16:25:01,2021-11-03 09:38:49,"27",,"42412"
"125","Lima Rescue Mission",0,"",2013-11-12 16:44:38,2021-11-03 09:58:10,"27",,"42412"
"127","Homesafe",1,"",2013-11-13 13:38:09,2021-11-03 09:52:43,"27",,"42412"
"128","Edna Brooks",1,"",2013-11-13 13:57:31,2021-11-03 09:39:58,"27",,"42412"
"129","Tri-County Help Center Inc.",1,"",2013-11-13 14:02:56,2021-11-03 10:19:36,"27",,"42412"
"130","Shalom",0,"",2013-11-13 14:18:18,2021-11-03 10:15:46,"27",,"42412"
"131","YWCA Hamilton",0,"",2020-12-01 10:43:32,2023-10-01 11:59:48,"605",,"42412"
"132","Project Woman of Springfield and Clark County",1,"",2013-11-13 15:09:26,2021-11-03 10:13:38,"27",,"42412"
"133","YWCA of Greater Cincinnati",0,"",2019-06-20 19:24:27,2021-11-03 10:31:32,"27",,"42412"
"134","Catholic Charities Regional Agency",0,"",2017-01-17 10:44:22,2023-10-01 12:00:01,"605",,"42412"
"135","First Step, Family Violence Intervention Services",1,"",2013-11-13 16:09:25,2021-11-03 09:43:27,"27",,"42412"
"136","Darke County Domestic Violence Shelter",1,"",2013-11-13 16:23:36,2021-11-03 09:39:04,"27",,"42412"
"137","Good Samaritan Home",0,"",2013-11-13 16:25:38,2021-11-03 09:44:51,"27",,"42412"
"138","Center for Child and Family Advocacy",1,"",2013-11-13 16:28:44,2021-11-03 09:29:51,"27",,"42412"
"139","Erie Safe Harbor",1,"",2013-11-15 10:24:56,2021-11-03 09:40:28,"27",,"42412"
"140","Fairfield - Department of Job and Family Services",0,"",2013-11-15 10:29:36,2021-11-03 09:40:54,"27",,"42412"
"141","Foundations Shelter",0,"",2013-11-15 10:38:49,2021-11-03 09:43:45,"27",,"42412"
"142","The Lighthouse",1,"",2013-11-15 10:43:30,2021-11-03 10:17:50,"27",,"42412"
"144","Delta Open Door",0,"",2013-11-15 10:49:22,2021-11-03 09:39:32,"27",,"42412"
"145","Northwest Ohio Agape Home Foundation",0,"",2013-11-15 10:52:03,2023-02-03 11:12:30,"30",,"42412"
"148","Geauga County Board of Mental Health & Recovery Services",0,"",2013-11-15 11:03:45,2023-10-01 12:00:13,"605",,"42412"
"149","WomenSafe",1,"",2013-11-15 11:21:25,2021-11-03 10:23:00,"27",,"42412"
"150","Guernsey Haven of Hope",1,"",2013-11-15 13:32:31,2021-11-03 09:46:03,"27",,"42412"
"151","Samaritan Center",0,"",2013-11-15 13:35:21,2021-11-03 10:14:50,"27",,"42412"
"152","Hancock City Mission",0,"",2018-03-28 11:06:20,2023-07-06 10:58:45,"605",,"42412"
"153","Open Arms DV and Rape Crisis Services",1,"",2013-11-15 13:45:40,2021-11-03 10:04:08,"27",,"42412"
"155","Hocking Hills Inspire Shelter",0,"",2019-06-21 11:53:00,2023-10-01 12:00:26,"605",,"42412"
"156","New Directions",1,"",2013-11-15 14:11:50,2021-11-03 10:02:22,"27",,"42412"
"157","Winter Sanctuary Emergency Homeless Shelter",0,"",2013-11-15 14:13:33,2021-11-03 10:22:52,"27",,"42412"
"158","Forbes House",0,"",2019-07-02 15:34:18,2021-11-03 09:43:36,"27",,"42412"
"159","Lawrence County DV Task Force",1,"",2013-11-15 14:34:21,2021-11-03 09:56:34,"27",,"42412"
"160","Ironton City Mission",0,"",2013-11-15 14:36:26,2021-11-03 09:54:46,"27",,"42412"
"161","Society of St. Vincent de Paul Housing Facility",0,"",2013-11-15 14:50:50,2021-11-03 10:16:20,"27",,"42412"
"162","The Woodlands",1,"",2013-11-15 14:56:37,2021-11-03 10:18:39,"27",,"42412"
"163","Family and Community Services, Inc.",0,"",2013-11-15 12:45:12,2023-10-01 12:00:39,"605",,"42412"
"164","Lorain - Safe Harbor",1,"",2013-11-15 15:13:51,2021-11-03 09:58:46,"27",,"42412"
"165","Concerned Citizens Against Violence Against Women",1,"",2013-11-15 15:26:08,2021-11-03 09:38:08,"27",,"42412"
"166","Alternative Paths",0,"",2013-11-15 15:32:13,2021-11-03 10:31:41,"27",,"42412"
"167","Operation HOMES",0,"",2013-11-15 15:35:13,2021-11-03 10:04:15,"27",,"42412"
"168","St. Patrick's Soup Kitchen",0,"",2013-11-15 15:41:25,2021-11-03 10:17:05,"27",,"42412"
"169","Morgan County United Ministries",0,"",2013-11-15 15:46:30,2021-11-03 10:01:20,"27",,"42412"
"170","Allwell Behavioral Health Services",0,"",2013-11-15 15:54:23,2021-11-03 10:31:49,"27",,"42412"
"171","Transitions Domestic Violence",1,"",2013-11-15 15:55:32,2021-11-03 10:19:18,"27",,"42412"
"172","Pickaway Metropolitan Housing Authority",0,"",2013-11-15 16:32:18,2023-10-01 12:00:53,"605",,"42412"
"173","Pike County Partnership Against DV",1,"",2013-11-15 16:34:24,2021-11-03 10:10:36,"27",,"42412"
"174","YWCA of Greater Dayton",1,"",2013-11-15 16:54:15,2021-11-03 10:31:57,"27",,"42412"
"175","Chillicothe Metropolitan Housing Authority",0,"",2013-11-19 11:16:05,2024-11-07 17:38:02,"227",,"42412"
"176","Domestic Violence Southern Ohio Shelter",1,"",2013-11-19 11:25:57,2021-11-03 09:39:40,"27",,"42412"
"177","First Step",0,"",2019-07-02 15:08:02,2021-11-03 09:43:19,"27",,"42412"
"178","New Choices",1,"",2013-11-19 11:59:03,2021-11-03 10:02:14,"27",,"42412"
"179","EVE, Incorporated",0,"",2015-06-16 10:06:18,2024-02-13 16:48:56,"227",,"42412"
"180","Grace Community Church",0,"",2013-11-19 14:13:58,2021-11-03 09:45:07,"27",,"42412"
"181","Cocoon",0,"",2019-08-20 14:17:52,2021-11-03 09:31:41,"27",,"42412"
"182","Wood Salvation Army",0,"",2019-06-18 16:20:37,2022-03-10 11:36:33,"27",,"42412"
"183","Lifeline, Inc.",0,"",2019-02-05 15:49:24,2023-10-01 12:01:18,"605",,"42412"
"185","First Putnam Homeless Shelter",0,"",2015-01-22 18:15:34,2021-11-03 09:42:59,"27",,"42412"
"187","Catholic Charities Corporation",0,"",2020-06-16 13:31:20,2023-10-01 12:01:40,"605",,"42412"
"188","Licking Veterans Service Commission",0,"",2015-01-22 16:04:47,2021-11-03 09:57:44,"27",,"42412"
"189","Licking County",0,"",2015-01-22 16:17:52,2022-03-03 11:43:16,"27",,"42412"
"190","Mansfield Metropolitan Housing Authority",0,"",2015-01-22 16:30:47,2023-10-01 12:01:56,"605",,"42412"
"191","Shelby Local Churches",0,"",2015-01-22 16:51:20,2021-11-03 10:15:54,"27",,"42412"
"193","Social Service Agency",0,"",2015-01-23 12:43:36,2021-11-03 10:16:11,"27",,"42412"
"194","Talbert House",0,"",2019-06-20 19:39:48,2023-10-01 12:02:09,"605",,"42412"
"195","Clermont MHA",0,"",2015-02-27 08:16:59,2023-10-01 12:02:21,"605",,"42412"
"196","Darke MHA",0,"",2015-02-27 08:35:47,2023-10-01 12:02:33,"605",,"42412"
"198","Geauga - United Way",0,"",2015-03-16 08:43:41,2021-11-03 09:44:22,"27",,"42412"
"200","Mercer - Our Home Family Resource Center",1,"",2015-06-12 14:27:58,2021-11-03 10:00:46,"27",,"42412"
"201","St. Vincent De Paul",0,"",2015-06-12 14:52:13,2023-10-01 12:02:45,"605",,"42412"
"202","United Methodist",0,"",2015-06-16 09:27:52,2021-11-03 10:20:23,"27",,"42412"
"208","FrontLine Service",0,"",2019-07-02 15:41:49,2023-10-01 12:03:26,"605",,"42412"
"209","Medina County Alcohol, Drug Addiction and Mental Health Board",0,"",2010-11-16 12:06:28,2023-10-01 12:03:47,"605",,"42412"
"210","Lorain County Board of Mental Health",0,"",2005-01-14 10:18:02,2023-10-01 12:04:04,"605",,"42412"
"212","Lorain Metropolitan Housing Authority",0,"",2017-01-09 15:22:17,2023-10-01 12:04:20,"605",,"42412"
"213","Emmanuel Lutheran Church",0,"",2017-03-09 10:30:57,2021-11-03 09:40:07,"27",,"42412"
"215","New Horizons Mental Health",0,"",2017-03-14 16:46:41,2021-11-03 10:02:29,"27",,"42412"
"216","Butler - Family Promise",0,"",2017-03-16 11:24:32,2023-10-01 12:04:33,"605",,"42412"
"217","Pillars of Success",0,"",2017-03-16 14:10:57,2021-11-03 10:10:55,"27",,"42412"
"218","Grace Mennonite Church",1,"",2017-03-16 14:41:08,2021-11-03 09:45:14,"27",,"42412"
"219","Jackson Homeless Committee",0,"",2017-03-16 15:08:13,2021-11-03 09:55:04,"27",,"42412"
"220","Pickaway - Haven House",0,"",2004-12-09 13:27:53,2021-11-03 10:04:49,"27",,"42412"
"221","Jobs and Family Services",0,"",2019-02-28 11:02:56,2021-11-03 09:55:22,"27",,"42412"
"222","Warren Family Mission",0,"",2015-01-26 11:01:26,2021-11-03 10:21:32,"27",,"42412"
"223","YWCA Mahoning Valley",0,"",2020-02-05 14:34:30,2023-10-01 12:04:44,"605",,"42412"
"224","Crisis Care Domestic Violence Shelter",1,"",2017-03-27 12:48:51,2021-11-03 09:38:40,"27",,"42412"
"225","Raven's Care",0,"",2017-03-28 09:00:07,2021-11-03 10:13:46,"27",,"42412"
"226","Butler - Local Churches",0,"",2017-03-28 09:57:58,2021-11-03 10:32:42,"27",,"42412"
"228","TCN Behavioral Health Services",1,"",2017-04-03 13:15:54,2021-11-03 10:17:35,"27",,"42412"
"230","Shelby MHA",0,"",2017-04-19 16:05:55,2023-10-01 12:04:57,"605",,"42412"
"231","OneEighty, Inc.",0,"",2013-11-19 13:57:01,2023-10-01 12:05:13,"605",,"42412"
"237","Bridges Community Action Partnership",0,"",2019-06-19 14:45:08,2023-10-01 12:05:27,"605",,"42412"
"242","Paulding - House of Love Church",0,"",2018-03-14 16:37:44,2021-11-03 10:04:32,"27",,"42412"
"244","God's Church Without Walls",0,"",2018-03-14 16:48:01,2021-11-03 09:44:44,"27",,"42412"
"245","Personal and Family Counseling Services",1,"",2018-04-18 11:31:34,2021-11-03 10:04:40,"27",,"42412"
"246","Trumbull Metropolitan Housing Authority",0,"",2019-01-24 09:26:55,2023-10-01 12:05:40,"605",,"42412"
"247","A.L.I.V.E., Inc.",1,"",2019-02-19 11:37:25,2021-11-03 09:24:44,"27",,"42412"
"248","Hope House of Pickaway County",0,"",2019-02-21 16:19:08,2021-11-03 09:52:51,"27",,"42412"
"250","Hebron Ministries",0,"",2019-02-28 11:51:21,2023-11-08 11:11:23,"227",,"42412"
"252","Zion United Church of Christ",0,"",2020-01-27 14:08:13,2021-11-03 10:33:05,"27",,"42412"
"253","Compass Family & Community Services",0,"",2008-10-10 09:19:09,2023-06-05 10:52:33,"27",,"42412"
"255","Meridian HealthCare",0,"",2017-11-10 09:10:26,2023-10-01 12:06:04,"605",,"42412"
"256","Ursuline Center",0,"",2017-03-22 15:25:47,2023-10-01 12:06:16,"605",,"42412"
"258","Help Network of Northeast Ohio",0,"",2017-01-23 12:04:35,2023-10-01 12:06:31,"605",,"42412"
"259","Van Wert Haven of Hope",0,"",2020-10-13 15:50:14,2023-10-01 12:06:45,"605",,"42412"
"260","Allegheny County MHA",0,"",2021-06-15 13:05:11,2023-10-01 12:07:00,"605",,"42412"
"261","Adams Metropolitan Housing Authority",0,"",2021-06-15 13:07:34,2023-10-01 12:07:12,"605",,"42412"
"262","Ashtabula MHA",0,"",2021-06-15 15:08:13,2023-05-24 15:23:36,"28",,"42412"
"264","Auglaize County Crisis Center",1,"",2021-06-15 16:01:09,2021-11-03 10:33:23,"27",,"42412"
"265","Hope & Healing Survivor Resource Center",1,"Medina County",2021-06-15 16:20:31,2024-04-18 17:07:45,"227",,"42412"
"266","Bridges of Hope",0,"",2021-06-15 17:06:57,2021-11-03 10:33:33,"27",,"42412"
"267","Butler Haven House",0,"",2021-06-15 17:17:34,2021-11-03 10:33:42,"27",,"42412"
"268","Butler Metro Housing Authority",0,"Butler MHA",2021-06-16 08:59:05,2023-10-01 12:07:37,"605",,"42412"
"269","Called to Freedom Fellowship",0,"",2021-06-16 09:09:41,2021-11-03 09:28:46,"27",,"42412"
"270","Pickaway County Emergency Shelter",0,"",2021-06-16 12:57:00,2021-11-03 10:05:06,"27",,"42412"
"273","Clinton MHA",0,"",2021-06-16 15:34:43,2023-10-01 12:07:50,"605",,"42412"
"274","Pike MHA",0,"",2021-06-16 15:37:21,2023-10-01 12:08:01,"605",,"42412"
"275","Portsmouth MHA",0,"",2021-06-16 15:42:35,2023-10-01 12:08:12,"605",,"42412"
"276","Rescue Mission of Mahoning Valley",0,"",2021-06-16 15:47:19,2021-11-03 10:14:05,"27",,"42412"
"277","Columbus MHA",0,"",2021-06-16 15:49:41,2023-10-01 12:08:25,"605",,"42412"
"279","Dayton MHA",0,"",2021-06-16 16:22:29,2023-10-01 12:08:37,"605",,"42412"
"280","Erie MHA",0,"",2021-06-16 16:47:37,2023-10-01 12:08:49,"605",,"42412"
"281","Family Recovery Center",0,"Family Recovery Center, Lisbon, Columbiana County",2021-06-16 16:52:55,2021-11-03 09:41:43,"27",,"42412"
"283","Geauga Faith and Rescue",0,"",2021-06-16 17:01:34,2021-11-03 09:44:36,"27",,"42412"
"284","Lake Metropolitan Housing Authority",0,"Lake MHA",2021-06-16 17:06:30,2023-10-01 12:09:05,"605",,"42412"
"285","Sarah's Friends Inc",0,"",2021-06-17 13:22:49,2021-11-03 10:15:09,"27",,"42412"
"286","Springfield MHA",0,"",2021-06-17 13:31:28,2023-10-01 12:09:22,"605",,"42412"
"287","Washington Morgan MHA",0,"",2021-06-17 13:41:21,2023-10-01 12:09:38,"605",,"42412"
"288","Washington Veterans Service Office",0,"",2021-06-17 13:46:21,2021-11-03 10:22:15,"27",,"42412"
"299","COORDINATED ENTRY - BoSCoC (OH-507)",0,"",2021-07-16 15:18:24,2023-10-01 12:17:02,"605",,"42412"
"300","COORDINATED ENTRY - MCHCOC (OH-504)",0,"",2021-07-16 15:21:41,2023-10-01 12:18:12,"605",,"42412"
"306","Sugartree Ministries",0,"",2021-08-03 10:53:39,2022-03-04 10:59:05,"27",,"42412"
"308","Turning Point",1,"",2021-09-08 15:50:35,2021-11-03 10:20:03,"27",,"42412"
"309","zzAlliance for Children & Families, Inc.",0,"",2021-10-07 18:19:34,2024-01-10 13:17:02,"30",,"42412"
"310","zzCAO of Scioto Co., Inc.",0,"",2021-10-27 15:59:53,2024-03-07 08:09:01,"27",,"42412"
"311","The Gathering Place",0,"",2022-01-20 11:00:42,2022-01-20 11:00:42,"26",,"42412"
"312","Hope House, Inc.",0,"",2022-01-20 12:36:52,2022-01-20 12:36:52,"26",,"42412"
"313","Mercy Mission House",0,"The Mercy Mission House",2022-02-17 11:25:50,2023-10-01 12:19:22,"605",,"42412"
"314","The Salvation Army of Portsmouth",0,"",2022-02-18 10:51:14,2023-10-01 12:19:34,"605",,"42412"
"315","zzThe Salvation Army of Elyria",0,"",2022-03-18 12:43:28,2024-03-14 10:10:10,"227",,"42412"
"316","Medina Jobs and Family Services",0,"",2022-03-21 10:14:02,2022-03-21 11:07:14,"30",,"42412"
"317","zzCommunity Action Council of Portage County",0,"",2022-03-29 18:35:36,2023-09-11 12:19:35,"227",,"42412"
